date_time,Kwikila_maxtempC,Kwikila_mintempC,Kwikila_totalSnow_cm,Kwikila_sunHour,Kwikila_uvIndex,Kwikila_uvIndex,Kwikila_moon_illumination,Kwikila_moonrise,Kwikila_moonset,Kwikila_sunrise,Kwikila_sunset,Kwikila_DewPointC,Kwikila_FeelsLikeC,Kwikila_HeatIndexC,Kwikila_WindChillC,Kwikila_WindGustKmph,Kwikila_cloudcover,Kwikila_humidity,Kwikila_precipMM,Kwikila_pressure,Kwikila_tempC,Kwikila_visibility,Kwikila_winddirDegree,Kwikila_windspeedKmph
2019-12-07 15:00:00,30,24,0.0,12.8,7,7,70,02:16 PM,01:54 AM,05:40 AM,06:21 PM,22,32,32,29,20,0,65,0.0,1009,29,10,174,17
2019-12-07 18:00:00,30,24,0.0,12.8,7,7,70,02:16 PM,01:54 AM,05:40 AM,06:21 PM,22,29,29,27,25,9,75,0.0,1010,27,10,154,17
2019-12-07 21:00:00,30,24,0.0,12.8,7,1,70,02:16 PM,01:54 AM,05:40 AM,06:21 PM,22,27,27,25,25,12,82,0.0,1012,25,10,132,15
2019-12-08 00:00:00,30,24,0.0,12.8,7,1,77,03:01 PM,02:31 AM,05:41 AM,06:21 PM,22,26,26,24,22,17,87,0.0,1011,24,10,122,13
2019-12-08 03:00:00,30,24,0.0,12.8,7,1,77,03:01 PM,02:31 AM,05:41 AM,06:21 PM,21,26,26,24,14,22,88,0.0,1010,24,10,108,8
2019-12-08 06:00:00,30,24,0.0,12.8,7,1,77,03:01 PM,02:31 AM,05:41 AM,06:21 PM,21,27,27,25,6,13,82,0.0,1011,25,10,83,4
2019-12-08 09:00:00,30,24,0.0,12.8,7,7,77,03:01 PM,02:31 AM,05:41 AM,06:21 PM,21,30,30,28,6,5,69,0.0,1011,28,10,161,5
2019-12-08 12:00:00,30,24,0.0,12.8,7,7,77,03:01 PM,02:31 AM,05:41 AM,06:21 PM,21,32,32,29,13,3,61,0.0,1010,29,10,197,12
2019-12-08 15:00:00,30,24,0.0,12.8,7,7,77,03:01 PM,02:31 AM,05:41 AM,06:21 PM,21,31,31,29,18,13,64,0.0,1009,29,10,177,16
2019-12-08 18:00:00,30,24,0.0,12.8,7,7,77,03:01 PM,02:31 AM,05:41 AM,06:21 PM,22,29,29,27,23,54,76,0.0,1010,27,10,158,16
2019-12-08 21:00:00,30,24,0.0,12.8,7,1,77,03:01 PM,02:31 AM,05:41 AM,06:21 PM,22,28,28,25,22,43,82,0.0,1012,25,10,130,14
2019-12-09 00:00:00,30,24,0.0,11.9,7,1,84,03:49 PM,03:11 AM,05:41 AM,06:22 PM,22,27,27,24,16,29,85,0.0,1011,24,10,110,9
2019-12-09 03:00:00,30,24,0.0,11.9,7,1,84,03:49 PM,03:11 AM,05:41 AM,06:22 PM,22,26,26,24,11,23,86,0.0,1010,24,10,106,6
2019-12-09 06:00:00,30,24,0.0,11.9,7,1,84,03:49 PM,03:11 AM,05:41 AM,06:22 PM,22,27,27,25,6,11,81,0.0,1011,25,10,75,4
2019-12-09 09:00:00,30,24,0.0,11.9,7,7,84,03:49 PM,03:11 AM,05:41 AM,06:22 PM,22,31,31,28,8,5,69,0.0,1011,28,10,157,6
2019-12-09 12:00:00,30,24,0.0,11.9,7,7,84,03:49 PM,03:11 AM,05:41 AM,06:22 PM,22,33,33,30,15,49,65,0.1,1010,30,10,189,13
2019-12-09 15:00:00,30,24,0.0,11.9,7,6,84,03:49 PM,03:11 AM,05:41 AM,06:22 PM,23,33,33,29,24,78,73,1.1,1009,29,9,166,18
2019-12-09 18:00:00,30,24,0.0,11.9,7,6,84,03:49 PM,03:11 AM,05:41 AM,06:22 PM,24,30,30,27,32,86,84,2.7,1009,27,8,152,19
2019-12-09 21:00:00,30,24,0.0,11.9,7,1,84,03:49 PM,03:11 AM,05:41 AM,06:22 PM,23,28,28,25,32,87,89,4.7,1011,25,7,138,18
2019-12-10 00:00:00,30,24,0.0,11.9,6,1,92,04:38 PM,03:53 AM,05:42 AM,06:22 PM,23,27,27,25,22,47,90,1.8,1010,25,9,127,13
2019-12-10 03:00:00,30,24,0.0,11.9,6,1,92,04:38 PM,03:53 AM,05:42 AM,06:22 PM,23,27,27,24,14,19,91,0.0,1008,24,10,113,8
2019-12-10 06:00:00,30,24,0.0,11.9,6,1,92,04:38 PM,03:53 AM,05:42 AM,06:22 PM,23,28,28,25,6,15,88,0.0,1009,25,10,80,4
2019-12-10 09:00:00,30,24,0.0,11.9,6,7,92,04:38 PM,03:53 AM,05:42 AM,06:22 PM,23,32,32,28,6,39,74,0.0,1010,28,10,151,5
2019-12-10 12:00:00,30,24,0.0,11.9,6,7,92,04:38 PM,03:53 AM,05:42 AM,06:22 PM,22,33,33,30,12,27,65,0.0,1008,30,10,202,10
2019-12-10 15:00:00,30,24,0.0,11.9,6,7,92,04:38 PM,03:53 AM,05:42 AM,06:22 PM,22,32,32,29,12,64,68,0.7,1006,29,9,197,10
2019-12-10 18:00:00,30,24,0.0,11.9,6,6,92,04:38 PM,03:53 AM,05:42 AM,06:22 PM,23,31,31,27,8,87,79,1.3,1008,27,9,160,6
2019-12-10 21:00:00,30,24,0.0,11.9,6,1,92,04:38 PM,03:53 AM,05:42 AM,06:22 PM,23,29,29,26,4,83,85,2.1,1009,26,9,72,3
2019-12-11 00:00:00,31,24,0.0,12.8,6,1,99,05:31 PM,04:38 AM,05:42 AM,06:23 PM,23,28,28,26,4,40,86,0.8,1008,26,10,44,3
2019-12-11 03:00:00,31,24,0.0,12.8,6,1,99,05:31 PM,04:38 AM,05:42 AM,06:23 PM,22,27,27,25,9,19,86,0.0,1008,25,10,21,5
2019-12-11 06:00:00,31,24,0.0,12.8,6,1,99,05:31 PM,04:38 AM,05:42 AM,06:23 PM,22,27,27,25,9,27,83,0.0,1009,25,10,14,6
2019-12-11 09:00:00,31,24,0.0,12.8,6,7,99,05:31 PM,04:38 AM,05:42 AM,06:23 PM,22,32,32,28,9,19,70,0.0,1009,28,10,200,8
2019-12-11 12:00:00,31,24,0.0,12.8,6,8,99,05:31 PM,04:38 AM,05:42 AM,06:23 PM,23,34,34,30,14,12,64,0.0,1007,30,10,262,12
2019-12-11 15:00:00,31,24,0.0,12.8,6,7,99,05:31 PM,04:38 AM,05:42 AM,06:23 PM,23,33,33,30,14,53,67,0.2,1006,30,10,242,12
2019-12-11 18:00:00,31,24,0.0,12.8,6,6,99,05:31 PM,04:38 AM,05:42 AM,06:23 PM,23,31,31,28,7,76,78,0.4,1008,28,9,198,5
2019-12-11 21:00:00,31,24,0.0,12.8,6,1,99,05:31 PM,04:38 AM,05:42 AM,06:23 PM,23,29,29,26,7,85,85,0.7,1009,26,9,125,4
2019-12-12 00:00:00,30,25,0.0,10.6,6,1,100,06:26 PM,05:27 AM,05:42 AM,06:23 PM,23,28,28,25,7,45,87,0.3,1008,25,10,37,5
2019-12-12 03:00:00,30,25,0.0,10.6,6,1,100,06:26 PM,05:27 AM,05:42 AM,06:23 PM,23,27,27,25,9,28,88,0.0,1007,25,10,13,5
2019-12-12 06:00:00,30,25,0.0,10.6,6,1,100,06:26 PM,05:27 AM,05:42 AM,06:23 PM,23,28,28,25,8,19,85,0.0,1008,25,10,19,5
2019-12-12 09:00:00,30,25,0.0,10.6,6,7,100,06:26 PM,05:27 AM,05:42 AM,06:23 PM,23,32,32,28,9,14,72,0.0,1009,28,10,192,8
2019-12-12 12:00:00,30,25,0.0,10.6,6,7,100,06:26 PM,05:27 AM,05:42 AM,06:23 PM,23,34,34,30,20,63,66,0.1,1008,30,10,275,17
2019-12-12 15:00:00,30,25,0.0,10.6,6,6,100,06:26 PM,05:27 AM,05:42 AM,06:23 PM,23,33,33,29,23,83,69,0.7,1007,29,9,271,18
2019-12-12 18:00:00,30,25,0.0,10.6,6,6,100,06:26 PM,05:27 AM,05:42 AM,06:23 PM,23,30,30,27,15,78,80,0.4,1008,27,10,292,11
2019-12-12 21:00:00,30,25,0.0,10.6,6,1,100,06:26 PM,05:27 AM,05:42 AM,06:23 PM,23,29,29,26,10,84,86,0.2,1010,26,9,332,6
2019-12-13 00:00:00,30,25,0.0,11.9,6,1,87,07:24 PM,06:20 AM,05:43 AM,06:24 PM,23,28,28,25,13,40,89,0.1,1010,25,10,355,8
2019-12-13 03:00:00,30,25,0.0,11.9,6,1,87,07:24 PM,06:20 AM,05:43 AM,06:24 PM,23,27,27,25,16,22,89,0.0,1009,25,10,359,9
2019-12-13 06:00:00,30,25,0.0,11.9,6,1,87,07:24 PM,06:20 AM,05:43 AM,06:24 PM,22,28,28,25,14,20,82,0.0,1010,25,10,121,9
2019-12-13 09:00:00,30,25,0.0,11.9,6,7,87,07:24 PM,06:20 AM,05:43 AM,06:24 PM,22,32,32,29,13,19,67,0.0,1010,29,10,185,10
2019-12-13 12:00:00,30,25,0.0,11.9,6,8,87,07:24 PM,06:20 AM,05:43 AM,06:24 PM,22,34,34,30,18,25,63,0.0,1009,30,10,273,15
2019-12-13 15:00:00,30,25,0.0,11.9,6,7,87,07:24 PM,06:20 AM,05:43 AM,06:24 PM,23,34,34,30,18,68,67,0.3,1008,30,9,273,15
2019-12-13 18:00:00,30,25,0.0,11.9,6,6,87,07:24 PM,06:20 AM,05:43 AM,06:24 PM,24,31,31,28,13,88,79,1.6,1009,28,9,298,9
2019-12-13 21:00:00,30,25,0.0,11.9,6,1,87,07:24 PM,06:20 AM,05:43 AM,06:24 PM,24,30,30,26,8,83,85,2.2,1011,26,9,112,4
2019-12-14 00:00:00,30,25,0.0,10.6,6,1,79,08:22 PM,07:17 AM,05:43 AM,06:24 PM,23,28,28,26,10,53,87,0.8,1010,26,10,14,6
2019-12-14 03:00:00,30,25,0.0,10.6,6,1,79,08:22 PM,07:17 AM,05:43 AM,06:24 PM,23,27,27,25,10,29,87,0.0,1009,25,10,19,6
2019-12-14 06:00:00,30,25,0.0,10.6,6,1,79,08:22 PM,07:17 AM,05:43 AM,06:24 PM,23,28,28,26,7,21,83,0.0,1010,26,10,27,4
2019-12-14 09:00:00,30,25,0.0,10.6,6,7,79,08:22 PM,07:17 AM,05:43 AM,06:24 PM,22,32,32,28,8,53,70,0.1,1011,28,10,186,6
2019-12-14 12:00:00,30,25,0.0,10.6,6,6,79,08:22 PM,07:17 AM,05:43 AM,06:24 PM,23,33,33,29,14,81,68,1.1,1009,29,9,259,10
2019-12-14 15:00:00,30,25,0.0,10.6,6,6,79,08:22 PM,07:17 AM,05:43 AM,06:24 PM,24,33,33,29,18,85,74,3.4,1007,29,8,258,11
2019-12-14 18:00:00,30,25,0.0,10.6,6,6,79,08:22 PM,07:17 AM,05:43 AM,06:24 PM,24,31,31,27,7,81,81,2.4,1008,27,8,246,4
2019-12-14 21:00:00,30,25,0.0,10.6,6,1,79,08:22 PM,07:17 AM,05:43 AM,06:24 PM,23,29,29,26,5,82,85,1.7,1010,26,9,133,3
2019-12-15 00:00:00,30,24,0.0,11.9,6,1,72,09:19 PM,08:15 AM,05:44 AM,06:25 PM,23,28,28,25,9,75,87,0.7,1009,25,9,67,5
2019-12-15 03:00:00,30,24,0.0,11.9,6,1,72,09:19 PM,08:15 AM,05:44 AM,06:25 PM,22,27,27,24,9,71,87,0.1,1008,24,10,56,5
2019-12-15 06:00:00,30,24,0.0,11.9,6,1,72,09:19 PM,08:15 AM,05:44 AM,06:25 PM,22,28,28,25,6,32,83,0.0,1009,25,10,53,4
2019-12-15 09:00:00,30,24,0.0,11.9,6,7,72,09:19 PM,08:15 AM,05:44 AM,06:25 PM,22,31,31,28,6,16,70,0.0,1010,28,10,168,5
2019-12-15 12:00:00,30,24,0.0,11.9,6,7,72,09:19 PM,08:15 AM,05:44 AM,06:25 PM,22,33,33,29,13,54,67,0.1,1009,29,10,208,12
2019-12-15 15:00:00,30,24,0.0,11.9,6,6,72,09:19 PM,08:15 AM,05:44 AM,06:25 PM,23,32,32,28,15,77,72,0.8,1007,28,9,183,12
2019-12-15 18:00:00,30,24,0.0,11.9,6,6,72,09:19 PM,08:15 AM,05:44 AM,06:25 PM,23,30,30,27,12,82,80,0.8,1008,27,9,159,8
2019-12-15 21:00:00,30,24,0.0,11.9,6,1,72,09:19 PM,08:15 AM,05:44 AM,06:25 PM,23,28,28,25,14,76,86,0.6,1010,25,9,133,8
2019-12-16 00:00:00,30,24,0.0,12.8,6,1,65,10:13 PM,09:15 AM,05:44 AM,06:25 PM,23,27,27,25,12,37,89,0.2,1009,25,10,108,7
2019-12-16 03:00:00,30,24,0.0,12.8,6,1,65,10:13 PM,09:15 AM,05:44 AM,06:25 PM,22,26,26,24,9,12,90,0.0,1008,24,10,67,5
2019-12-16 06:00:00,30,24,0.0,12.8,6,1,65,10:13 PM,09:15 AM,05:44 AM,06:25 PM,22,27,27,25,7,6,86,0.0,1009,25,10,80,5
2019-12-16 09:00:00,30,24,0.0,12.8,6,7,65,10:13 PM,09:15 AM,05:44 AM,06:25 PM,22,31,31,28,10,5,73,0.0,1010,28,10,153,8
2019-12-16 12:00:00,30,24,0.0,12.8,6,7,65,10:13 PM,09:15 AM,05:44 AM,06:25 PM,22,33,33,30,14,4,64,0.0,1008,30,10,186,13
2019-12-16 15:00:00,30,24,0.0,12.8,6,7,65,10:13 PM,09:15 AM,05:44 AM,06:25 PM,23,32,32,29,15,51,69,0.1,1007,29,10,186,13
2019-12-16 18:00:00,30,24,0.0,12.8,6,6,65,10:13 PM,09:15 AM,05:44 AM,06:25 PM,23,30,30,27,18,75,81,0.2,1008,27,9,157,12
2019-12-16 21:00:00,30,24,0.0,12.8,6,1,65,10:13 PM,09:15 AM,05:44 AM,06:25 PM,23,28,28,25,19,77,88,0.1,1009,25,10,135,11
2019-12-17 00:00:00,30,24,0.0,12.8,6,1,58,11:04 PM,10:13 AM,05:44 AM,06:26 PM,23,27,27,25,15,42,90,0.0,1009,25,10,114,9
2019-12-17 03:00:00,30,24,0.0,12.8,6,1,58,11:04 PM,10:13 AM,05:44 AM,06:26 PM,22,26,26,24,10,20,90,0.0,1008,24,10,102,6
2019-12-17 06:00:00,30,24,0.0,12.8,6,1,58,11:04 PM,10:13 AM,05:44 AM,06:26 PM,22,27,27,24,8,14,86,0.0,1009,24,10,95,5
2019-12-17 09:00:00,30,24,0.0,12.8,6,7,58,11:04 PM,10:13 AM,05:44 AM,06:26 PM,22,32,32,28,6,9,70,0.0,1010,28,10,154,5
2019-12-17 12:00:00,30,24,0.0,12.8,6,7,58,11:04 PM,10:13 AM,05:44 AM,06:26 PM,22,33,33,30,11,8,61,0.0,1008,30,10,195,10
2019-12-17 15:00:00,30,24,0.0,12.8,6,7,58,11:04 PM,10:13 AM,05:44 AM,06:26 PM,22,32,32,29,15,54,65,0.1,1007,29,10,190,13
2019-12-17 18:00:00,30,24,0.0,12.8,6,6,58,11:04 PM,10:13 AM,05:44 AM,06:26 PM,22,29,29,26,21,83,78,0.5,1008,26,9,157,14
2019-12-17 21:00:00,30,24,0.0,12.8,6,1,58,11:04 PM,10:13 AM,05:44 AM,06:26 PM,22,27,27,25,25,75,86,0.9,1009,25,9,132,15
2019-12-18 00:00:00,30,23,0.0,12.8,6,1,50,11:53 PM,11:11 AM,05:45 AM,06:26 PM,22,26,26,24,23,27,88,0.4,1009,24,10,122,13
2019-12-18 03:00:00,30,23,0.0,12.8,6,1,50,11:53 PM,11:11 AM,05:45 AM,06:26 PM,21,26,26,24,21,7,88,0.0,1008,24,10,119,12
2019-12-18 06:00:00,30,23,0.0,12.8,6,1,50,11:53 PM,11:11 AM,05:45 AM,06:26 PM,21,26,26,24,15,7,85,0.0,1009,24,10,114,9
2019-12-18 09:00:00,30,23,0.0,12.8,6,7,50,11:53 PM,11:11 AM,05:45 AM,06:26 PM,21,30,30,28,13,6,68,0.0,1010,28,10,149,10
2019-12-18 12:00:00,30,23,0.0,12.8,6,7,50,11:53 PM,11:11 AM,05:45 AM,06:26 PM,21,33,33,30,19,6,60,0.0,1008,30,10,174,17
2019-12-18 15:00:00,30,23,0.0,12.8,6,7,50,11:53 PM,11:11 AM,05:45 AM,06:26 PM,22,32,32,29,23,6,64,0.0,1007,29,10,171,19
2019-12-18 18:00:00,30,23,0.0,12.8,6,7,50,11:53 PM,11:11 AM,05:45 AM,06:26 PM,22,30,30,27,29,8,74,0.0,1007,27,10,155,19
2019-12-18 21:00:00,30,23,0.0,12.8,6,1,50,11:53 PM,11:11 AM,05:45 AM,06:26 PM,22,28,28,25,30,7,80,0.0,1009,25,10,131,17
2019-12-19 00:00:00,31,23,0.0,12.8,7,1,43,No moonrise,12:05 PM,05:45 AM,06:27 PM,21,26,26,24,23,5,83,0.0,1009,24,10,123,13
2019-12-19 03:00:00,31,23,0.0,12.8,7,1,43,No moonrise,12:05 PM,05:45 AM,06:27 PM,21,26,26,24,17,6,84,0.0,1007,24,10,112,9
2019-12-19 06:00:00,31,23,0.0,12.8,7,1,43,No moonrise,12:05 PM,05:45 AM,06:27 PM,21,26,26,25,12,6,80,0.0,1008,25,10,108,8
2019-12-19 09:00:00,31,23,0.0,12.8,7,7,43,No moonrise,12:05 PM,05:45 AM,06:27 PM,21,31,31,29,7,8,65,0.0,1009,29,10,161,5
2019-12-19 12:00:00,31,23,0.0,12.8,7,8,43,No moonrise,12:05 PM,05:45 AM,06:27 PM,22,34,34,31,14,11,60,0.0,1008,31,10,181,12
2019-12-19 15:00:00,31,23,0.0,12.8,7,7,43,No moonrise,12:05 PM,05:45 AM,06:27 PM,23,33,33,30,22,11,67,0.0,1006,30,10,170,19
2019-12-19 18:00:00,31,23,0.0,12.8,7,7,43,No moonrise,12:05 PM,05:45 AM,06:27 PM,23,31,31,27,30,51,78,0.2,1007,27,9,155,21
2019-12-19 21:00:00,31,23,0.0,12.8,7,1,43,No moonrise,12:05 PM,05:45 AM,06:27 PM,23,29,29,26,31,37,84,0.1,1009,26,10,138,19
2019-12-20 00:00:00,30,24,0.0,12.8,7,1,36,12:39 AM,12:59 PM,05:46 AM,06:27 PM,23,27,27,25,25,22,88,0.0,1009,25,10,126,15
2019-12-20 03:00:00,30,24,0.0,12.8,7,1,36,12:39 AM,12:59 PM,05:46 AM,06:27 PM,22,27,27,24,18,24,89,0.0,1008,24,10,119,11
2019-12-20 06:00:00,30,24,0.0,12.8,7,1,36,12:39 AM,12:59 PM,05:46 AM,06:27 PM,22,27,27,25,10,31,86,0.0,1009,25,10,104,7
2019-12-20 09:00:00,30,24,0.0,12.8,7,7,36,12:39 AM,12:59 PM,05:46 AM,06:27 PM,23,32,32,28,6,27,73,0.0,1010,28,10,172,5
2019-12-20 12:00:00,30,24,0.0,12.8,7,8,36,12:39 AM,12:59 PM,05:46 AM,06:27 PM,22,34,34,30,14,11,63,0.0,1009,30,10,190,13
2019-12-20 15:00:00,30,24,0.0,12.8,7,7,36,12:39 AM,12:59 PM,05:46 AM,06:27 PM,22,33,33,29,20,9,64,0.0,1007,29,10,169,17
2019-12-20 18:00:00,30,24,0.0,12.8,7,7,36,12:39 AM,12:59 PM,05:46 AM,06:27 PM,22,30,30,27,26,19,73,0.0,1008,27,10,154,18
2019-12-20 21:00:00,30,24,0.0,12.8,7,1,36,12:39 AM,12:59 PM,05:46 AM,06:27 PM,22,28,28,26,27,11,78,0.0,1009,26,10,134,16
2019-12-21 00:00:00,30,24,0.0,12.8,7,1,28,01:25 AM,01:53 PM,05:46 AM,06:28 PM,21,26,26,24,23,3,81,0.0,1009,24,10,123,13
2019-12-21 03:00:00,30,24,0.0,12.8,7,1,28,01:25 AM,01:53 PM,05:46 AM,06:28 PM,21,26,26,24,14,3,82,0.0,1008,24,10,102,8
2019-12-21 06:00:00,30,24,0.0,12.8,7,1,28,01:25 AM,01:53 PM,05:46 AM,06:28 PM,21,27,27,25,8,3,78,0.0,1009,25,10,79,5
2019-12-21 09:00:00,30,24,0.0,12.8,7,7,28,01:25 AM,01:53 PM,05:46 AM,06:28 PM,21,31,31,28,6,2,65,0.0,1009,28,10,178,5
2019-12-21 12:00:00,30,24,0.0,12.8,7,8,28,01:25 AM,01:53 PM,05:46 AM,06:28 PM,21,33,33,30,12,12,59,0.0,1008,30,10,212,10
2019-12-21 15:00:00,30,24,0.0,12.8,7,7,28,01:25 AM,01:53 PM,05:46 AM,06:28 PM,22,33,33,29,18,21,66,0.0,1007,29,10,182,15
2019-12-21 18:00:00,30,24,0.0,12.8,7,7,28,01:25 AM,01:53 PM,05:46 AM,06:28 PM,23,30,30,27,26,58,80,1.5,1008,27,10,156,16
2019-12-21 21:00:00,30,24,0.0,12.8,7,1,28,01:25 AM,01:53 PM,05:46 AM,06:28 PM,23,28,28,25,28,80,86,4.8,1009,25,8,128,15
2019-12-22 00:00:00,30,24,0.0,11.9,6,1,21,02:10 AM,02:47 PM,05:47 AM,06:28 PM,23,27,27,25,22,83,89,4.7,1009,25,7,117,12
2019-12-22 03:00:00,30,24,0.0,11.9,6,1,21,02:10 AM,02:47 PM,05:47 AM,06:28 PM,22,27,27,24,17,83,89,4.9,1008,24,7,108,9
2019-12-22 06:00:00,30,24,0.0,11.9,6,1,21,02:10 AM,02:47 PM,05:47 AM,06:28 PM,22,27,27,25,10,83,86,1.8,1009,25,9,90,6
2019-12-22 09:00:00,30,24,0.0,11.9,6,6,21,02:10 AM,02:47 PM,05:47 AM,06:28 PM,22,32,32,28,6,32,71,0.0,1009,28,10,164,5
2019-12-22 12:00:00,30,24,0.0,11.9,6,8,21,02:10 AM,02:47 PM,05:47 AM,06:28 PM,22,34,34,30,12,11,62,0.0,1008,30,10,200,11
2019-12-22 15:00:00,30,24,0.0,11.9,6,7,21,02:10 AM,02:47 PM,05:47 AM,06:28 PM,23,33,33,29,16,54,67,0.1,1006,29,9,178,13
2019-12-22 18:00:00,30,24,0.0,11.9,6,6,21,02:10 AM,02:47 PM,05:47 AM,06:28 PM,23,31,31,27,25,75,80,1.1,1008,27,10,149,15
2019-12-22 21:00:00,30,24,0.0,11.9,6,1,21,02:10 AM,02:47 PM,05:47 AM,06:28 PM,23,29,29,26,24,84,86,1.5,1009,26,9,129,14
